date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:27	82317/-1	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Nov%202025%2021:47:27%20GMT	https://oversized.kopo.ua/	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/index.html	(from )
23:47:27	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Nov%202025%2021:47:27%20GMT	https://oversized.kopo.ua/robots.txt		(from )
23:47:27	6565/6565	---M--	200	added ('OK')	image/png	etag:%22668bbed5-19a5%22	https://oversized.kopo.ua/favicon/apple-touch-icon.png	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/favicon/apple-touch-icon.png	(from https://oversized.kopo.ua/)
23:47:27	1385/1385	---M--	200	added ('OK')	image/png	etag:%22668bbed5-569%22	https://oversized.kopo.ua/favicon/favicon-32x32.png	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/favicon/favicon-32x32.png	(from https://oversized.kopo.ua/)
23:47:28	955/955	---M--	200	added ('OK')	image/png	etag:%22668bbed5-3bb%22	https://oversized.kopo.ua/favicon/favicon-16x16.png	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/favicon/favicon-16x16.png	(from https://oversized.kopo.ua/)
23:47:28	426/426	---M--	200	added ('OK')	text/html	etag:%221aa-61cb9d8aa769c%22	https://oversized.kopo.ua/favicon/site.webmanifest	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/favicon/site.html	(from https://oversized.kopo.ua/)
23:47:28	1799/1799	---M--	200	added ('OK')	image/svg+xml	etag:%22668bbed5-707%22	https://oversized.kopo.ua/favicon/safari-pinned-tab.svg	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/favicon/safari-pinned-tab.svg	(from https://oversized.kopo.ua/)
23:47:28	66540/66540	---M--	200	added ('OK')	font/woff	etag:%22668bbed6-103ec%22	https://oversized.kopo.ua/fonts/GoogleSans-Regular.woff	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/fonts/GoogleSans-Regular.woff	(from https://oversized.kopo.ua/)
23:47:29	66060/66060	---M--	200	added ('OK')	font/woff	etag:%22668bbed6-1020c%22	https://oversized.kopo.ua/fonts/GoogleSans-Medium.woff	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/fonts/GoogleSans-Medium.woff	(from https://oversized.kopo.ua/)
23:47:29	65888/65888	---M--	200	added ('OK')	font/woff	etag:%22668bbed6-10160%22	https://oversized.kopo.ua/fonts/GoogleSans-Bold.woff	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/fonts/GoogleSans-Bold.woff	(from https://oversized.kopo.ua/)
23:47:29	26375/26375	---MCZ	200	added ('OK')	text/css	etag:W/%22668bbed5-6707%22	https://oversized.kopo.ua/css/plugins.css	C:/ComoYo/Landing/Landing/Target/Landing/oversized.kopo.ua/css/plugins.css	(from https://oversized.kopo.ua/)
